codigo,descricao,categoria,valor_rend_tna_2023,valor_rend_tna_2024,atividade_de_divulgacao_scn_2010,classe_cnae_2_0_4_digitos,consumo_final_contas_nacionais,consumo_intermediaro,2024_0_1,2024_0_2,2024_0_3,ano,valor
293,PROFESSOR DO ENSINO PROFISSIONAL,"LC 214/2025, art 129",22504076.197492,23324937.07698868,8592,8541,0.8621415167655477,0.13785848323445227,1022313.6598242915,3215540.446972698,1022313.6598242915,2024,3215540.446972698
294,PROFESSOR DO ENSINO SUPERIOR,"LC 214/2025, art 129",165507660.60832283,171677267.55599913,8592,8531,0.8621415167655477,0.13785848323445227,19178808.509330045,23667167.711105283,19178808.509330045,2024,23667167.711105283
295,INSTRUTOR E PROFESSOR DE ESCOLAS LIVRES,"LC 214/2025, art 129",164771235.93625253,173731734.13353977,8592,8599,0.8621415167655477,0.13785848323445227,5610155.8485473655,23950393.35734091,5610155.8485473655,2024,23950393.35734091
296,"PEDAGOGO, ORIENTADOR EDUCACIONAL","LC 214/2025, art 129",63866334.01960727,69633429.04718468,8592,8599,0.8621415167655477,0.13785848323445227,2654987.9171142383,9599558.91085873,2654987.9171142383,2024,9599558.91085873
311,TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS,"LC 214/2025, art 127",3007408.2682002718,3828743.507690933,7380,7490,0.01736158728243161,0.9826384127175684,44733.48049888261,3762270.4431001134,44733.48049888261,2024,3762270.4431001134
312,"TÉCNICO EM CONSTRUÇÃO CIVIL, DE EDIFICAÇÕES E OBRAS DE INFRA-ESTRUTURA","LC 214/2025, art 127",44472724.67679271,48281359.7448232,7180,7112,0.41733223453661844,0.5826677654633816,986130.2076433245,28131991.9960498,986130.2076433245,2024,28131991.9960498
313,TÉCNICO EM ELETRO-ELETRÔNICA E FOTÔNICA,"LC 214/2025, art 127",23043369.71608196,25069321.562105443,7380,7490,0.01736158728243161,0.9826384127175684,381274.8804260483,24634078.347693603,381274.8804260483,2024,24634078.347693603
314,TÉCNICO EM METALMECÂNICA,"LC 214/2025, art 127",6405359.938225722,8828138.005881362,7380,7490,0.01736158728243161,0.9826384127175684,486190.84800256096,8674867.5173509,486190.84800256096,2024,8674867.5173509
316,TÉCNICO EM MINERALOGIA E GEOLOGIA,"LC 214/2025, art 127",1609091.8450870477,1237019.1834265802,7380,7490,0.01736158728243161,0.9826384127175684,29687.01693731965,1215542.5669034773,29687.01693731965,2024,1215542.5669034773
317,TÉCNICO EM INFORMÁTICA,"LC 214/2025, art 127",46952193.32050119,51078084.3531552,6280,6204,0.4850664403345332,0.5149335596654667,534059.1867613498,26301819.796863187,534059.1867613498,2024,26301819.796863187
318,DESENHISTA TÉCNICO E MODELISTA,"LC 214/2025, art 127",7437151.590508368,7634687.12609771,7380,7490,0.01736158728243161,0.9826384127175684,58247.66784748083,7502136.839183907,58247.66784748083,2024,7502136.839183907
319,"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS","LC 214/2025, art 127",30752838.19400357,34426580.3677999,7380,7490,0.01736158728243161,0.9826384127175684,1094684.2506686917,33828880.287908696,1094684.2506686917,2024,33828880.287908696
320,TÉCNICO EM BIOLOGIA,"LC 214/2025, art 127",791449.8865311154,331182.1054382273,7380,7490,0.01736158728243161,0.9826384127175684,6393.181162938208,325432.258408282,6393.181162938208,2024,325432.258408282
321,TÉCNICO DA PRODUÇÃO AGROPECUÁRIA,"LC 214/2025, art 127",7942176.594734537,7021915.178600337,7380,7490,0.01736158728243161,0.9826384127175684,139013.68473220267,6900003.585337236,139013.68473220267,2024,6900003.585337236
322,TÉCNICO DA CIÊNCIA DA SAÚDE HUMANA,Profissionais de saúde,91364285.40645266,94444296.61933938,8692,8660,0.8767171182309692,0.1232828817690308,4365271.728714225,11643365.053881291,4365271.728714225,2024,11643365.053881291
323,TÉCNICO DA CIÊNCIA DA SAÚDE ANIMAL,"LC 214/2025, art 127",2819960.5451832614,3046021.7777197245,7380,7490,0.01736158728243161,0.9826384127175684,26439.31608489402,2993138.004761656,26439.31608489402,2024,2993138.004761656
324,"TÉCNICO DE LABORATÓRIO, RAIOS-X E OUTROS EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO",Profissionais de saúde,28505938.213532034,28426074.091016166,8692,8640,0.8767171182309692,0.1232828817690308,2369038.9225690365,3504448.3313204553,2369038.9225690365,2024,3504448.3313204553
325,TÉCNICO DE BIOQUÍMICA E DA BIOTECNOLOGIA,"LC 214/2025, art 127",1448374.2593057228,1383745.72619943,7380,7490,0.01736158728243161,0.9826384127175684,58251.87783053802,1359721.7039973268,58251.87783053802,2024,1359721.7039973268
328,"TÉCNICO DE CONSERVAÇÃO, DISSECAÇÃO E EMPALHAMENTO DE CORPOS",Profissionais de saúde,254805.08819869807,354580.6283917736,8692,8690,0.8767171182309692,0.1232828817690308,18696.39644390387,43713.72168761167,18696.39644390387,2024,43713.72168761167
341,"TÉCNICO EM NAVEGAÇÃO AÉREA, MARÍTIMA, FLUVIAL E METROFERROVIÁRIA",,2380186.2191246427,2114979.293697419,,,0.5,0.5,201213.20761576926,1057489.6468487096,201213.20761576926,2024,1057489.6468487096
342,TÉCNICO EM TRANSPORTES (LOGÍSTICA),"LC 214/2025, art 127",23914168.231996544,29211155.70286287,7380,7490,0.01736158728243161,0.9826384127175684,1072568.2518878141,28704003.673506916,1072568.2518878141,2024,28704003.673506916
351,TÉCNICO DAS CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS,"LC 214/2025, art 127",135283340.9162122,137686464.2561794,6980,6911,0.07745463951812571,0.9225453604818743,24045170.00588472,127022008.80069172,24045170.00588472,2024,127022008.80069172
352,"TÉCNICO DE INSPEÇÃO, FISCALIZAÇÃO E COORDENAÇÃO ADMINISTRATIVA","LC 214/2025, art 127",7977852.901989725,9367661.329354938,7380,7490,0.01736158728243161,0.9826384127175684,243059.62313393853,9205023.859553082,243059.62313393853,2024,9205023.859553082
353,"AGENTE DE BOLSA DE VALORES, CÂMBIO E OUTROS SERVIÇOS FINANCEIROS",,10205574.938912839,10057287.524931172,,,0.5,0.5,1160754.4370332442,5028643.762465586,1160754.4370332442,2024,5028643.762465586
354,"AGENTE E REPRESENTANTE COMERCIAL, CORRETOR, LEILOEIRO E AFINS",,1183085463.5761056,1357161410.7849555,,,0.5,0.5,282192470.0274194,678580705.3924778,282192470.0274194,2024,678580705.3924778
355,CORRETOR E ADMINSTRADOR DE IMÓVEIS,,75980073.37978359,93139271.68965013,,,0.5,0.5,3082202.1989768716,46569635.84482507,3082202.1989768716,2024,46569635.84482507
371,TÉCNICO DE SERVIÇOS CULTURAIS,"LC 214/2025, art 139",4366580.141489175,3552798.0208568773,9080,9002,0.8928112494033851,0.10718875059661492,10285.678545145527,380819.98097777495,10285.678545145527,2024,380819.98097777495
372,"CINEGRAFISTA, FOTÓGRAFO E OUTROS TÉCNICOS EM OPERAÇÃO DE MÁQUINAS DE TRATAMENTO DE DADOS","LC 214/2025, art 139",28940948.80595565,34110449.58969312,5980,6021,0.026901987662782727,0.9730980123372173,853973.3331238907,33192810.695659224,853973.3331238907,2024,33192810.695659224
373,TÉCNICO EM OPERAÇÃO DE ESTAÇÕES DE RÁDIO E TELEVISÃO,"LC 214/2025, art 139",1584315.9963965192,2118541.1197372396,5980,6021,0.026901987662782727,0.9730980123372173,9856.404460521739,2061548.1526709704,9856.404460521739,2024,2061548.1526709704
374,"TÉCNICO EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO","LC 214/2025, art 139",7765924.35675317,6840831.685315042,5980,6021,0.026901987662782727,0.9730980123372173,244802.80414585982,6656799.715713523,244802.80414585982,2024,6656799.715713523
375,DECORADOR E VITRINISTA,,7712504.530193707,6626395.01334138,,,0.5,0.5,326028.23275672464,3313197.50667069,326028.23275672464,2024,3313197.50667069
376,"APRESENTADOR, ARTISTAS DE ARTES POPULARES E MODELOS","LC 214/2025, art 139",14529176.12317081,9641334.465207139,5980,6021,0.026901987662782727,0.9730980123372173,220198.02214201307,9381963.404371375,220198.02214201307,2024,9381963.404371375
377,"ATLETA, DESPORTISTA E AFINS",,19234640.215274666,22648824.874959566,,,0.5,0.5,1384194.6996835163,11324412.437479783,1384194.6996835163,2024,11324412.437479783
391,OUTROS TÉCNICOS DE NÍVEL MÉDIO,"LC 214/2025, art 127",323543590.69454026,340347522.1108116,7380,7490,0.01736158728243161,0.9826384127175684,15834602.69234048,334438548.89932543,15834602.69234048,2024,334438548.89932543
410,"BANCÁRIO, ECONOMIÁRIO, ESCRITURÁRIO, SECRETÁRIO, ASSISTENTE E AUXILIAR ADMINISTRATIVO",,520510261.3555318,583120417.9281164,,,0.5,0.5,29760987.158863816,291560208.9640582,29760987.158863816,2024,291560208.9640582
420,"TRABALHADOR DE ATENDIMENTO AO PÚBLICO, CAIXA, DESPACHANTE, RECENSEADOR E AFINS",,219756409.38416517,227260143.05523264,,,0.5,0.5,15999211.336498015,113630071.52761632,15999211.336498015,2024,113630071.52761632
511,"COMISSÁRIO DE BORDO, GUIA DE TURISMO, AGENTE DE VIAGEM E AFINS",,31831069.66944903,34529744.599519655,,,0.5,0.5,1194176.3130564129,17264872.299759828,1194176.3130564129,2024,17264872.299759828
512,TRABALHADOR DOS SERVIÇOS DOMÉSTICOS EM GERAL,,119008821.9645252,129073574.31893483,,,0.5,0.5,138229.33117744906,64536787.159467414,138229.33117744906,2024,64536787.159467414
513,TRABALHADOR DOS SERVIÇOS DE HOTELARIA E ALIMENTAÇÃO,,104378474.75037646,110515855.8558543,,,0.5,0.5,1776039.8708963185,55257927.92792715,1776039.8708963185,2024,55257927.92792715
514,"TRABALHADOR DOS SERVIÇOS DE ADMINISTRAÇÃO, CONSERVAÇÃO E MANUTENÇÃO DE EDIFÍCIOS",,58822590.431837276,68474356.07895051,,,0.5,0.5,1159796.8117239084,34237178.039475255,1159796.8117239084,2024,34237178.039475255
515,TRABALHADOR DOS SERVIÇOS DE SAÚDE,Profissionais de saúde,197863326.15183637,212453586.54676926,8692,8660,0.8767171182309692,0.1232828817690308,9027388.801096207,26191890.391651906,9027388.801096207,2024,26191890.391651906
516,TRABALHADOR DOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS,,586189434.8272638,588881839.6461848,,,0.5,0.5,8890930.209807243,294440919.8230924,8890930.209807243,2024,294440919.8230924
517,TRABALHADOR DOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA (EXCETO MILITAR),,34525879.15820952,39538433.00527917,,,0.5,0.5,434079.00299772515,19769216.502639584,434079.00299772515,2024,19769216.502639584
518,"MOTORISTA E CONDUTOR DO TRANSPORTE DE PASSAGEIROS (MOTORISTA DE TÁXI, ÔNIBUS, PEQUENA EMBARCAÇÃO ETC)",Não contribuinte,1279148098.02806,1309020375.8685443,,,0.5,0.5,25662287.883450333,654510187.9342722,25662287.883450333,2024,654510187.9342722
519,OUTROS TRABALHADORES DE SERVIÇOS DIVERSOS,,1851543246.4131222,2056295120.1335223,,,0.5,0.5,41247794.936116554,1028147560.0667611,41247794.936116554,2024,1028147560.0667611
529,"VENDEDOR E PRESTADOR DE SERVIÇOS DO COMÉRCIO, AMBULANTE, CAIXEIRO-VIAJANTE E CAMELÔ",,3299021676.85374,3298714328.2482014,,,0.5,0.5,91586245.05261397,1649357164.1241007,91586245.05261397,2024,1649357164.1241007
610,PRODUTOR NA EXPLORAÇÃO AGROPECUÁRIA,,472437091.8854024,522154013.5037296,,,0.5,0.5,38148397.38490191,261077006.7518648,38148397.38490191,2024,261077006.7518648
620,TRABALHADOR NA EXPLORAÇÃO AGROPECUÁRIA,,122897012.53965086,180374071.07728046,,,0.5,0.5,22414751.376366463,90187035.53864023,22414751.376366463,2024,90187035.53864023
630,"PESCADOR, CAÇADOR E EXTRATIVISTA FLORESTAL",,16347963.916254664,18675325.03170383,,,0.5,0.5,285761.48642255075,9337662.515851915,285761.48642255075,2024,9337662.515851915
640,OPERADOR DE MÁQUINA AGROPECUÁRIA E FLORESTAL,,27917999.647458997,31633363.743390825,,,0.5,0.5,1510732.2017993978,15816681.871695412,1510732.2017993978,2024,15816681.871695412
710,TRABALHADOR DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,,137837813.80515274,131673772.08705617,,,0.5,0.5,2736659.79683198,65836886.04352809,2736659.79683198,2024,65836886.04352809
720,TRABALHADOR DA TRANSFORMAÇÃO DE METAIS E COMPÓSITOS,,28515566.1695996,31461077.619497634,,,0.5,0.5,374198.75231702975,15730538.809748817,374198.75231702975,2024,15730538.809748817
730,TRABALHADOR DA FABRICAÇÃO E INSTALAÇÃO ELETRO-ELETRÔNICA,,8734043.970327426,10341981.906316547,,,0.5,0.5,52041.76041328704,5170990.953158273,52041.76041328704,2024,5170990.953158273
740,MONTADOR DE APARELHOS E INSTRUMENTOS DE PRECISÃO E MUSICAIS,,1358602.1418774638,775662.5763964668,,,0.5,0.5,4506.739585647718,387831.2881982334,4506.739585647718,2024,387831.2881982334
750,"JOALHEIRO, VIDREIRO, CERAMISTA E AFINS",,8535093.675586894,8257696.26691307,,,0.5,0.5,83987.1001615944,4128848.133456535,83987.1001615944,2024,4128848.133456535
760,"TRABALHADOR DAS INDÚSTRIAS TÊXTEIS, DO CURTIMENTO, DO VESTUÁRIO E DAS ARTES GRÁFICAS",,71666503.73302618,91705309.6630323,,,0.5,0.5,582552.6826775821,45852654.83151615,582552.6826775821,2024,45852654.83151615
770,TRABALHADOR DAS INDÚSTRIAS DE MADEIRA E DO MOBILIÁRIO,,33646527.80187357,33856460.92594557,,,0.5,0.5,948025.8091670481,16928230.462972786,948025.8091670481,2024,16928230.462972786
780,"CONDUTOR E OPERADOR DE ROBÔS, VEÍCULOS DE EQUIPAMENTOS DE MOVIMENTAÇÃO DE CARGA E AFINS",,33548607.29712313,29191378.69735481,,,0.5,0.5,1136520.51731362,14595689.348677404,1136520.51731362,2024,14595689.348677404
810,"TRABALHADOR DAS INDÚSTRIAS QUÍMICA, PETROQUÍMICA, BORRACHA E PLÁSTICO E AFINS",,14638410.334306361,15752889.932218835,,,0.5,0.5,177651.39487346116,7876444.966109417,177651.39487346116,2024,7876444.966109417
820,TRABALHADOR DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,,7831677.426868661,8689702.953699917,,,0.5,0.5,82049.54087710749,4344851.476849958,82049.54087710749,2024,4344851.476849958
830,TRABALHADOR DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,,2158498.967896224,2841490.869764282,,,0.5,0.5,16078.876646201112,1420745.434882141,16078.876646201112,2024,1420745.434882141
840,"TRABALHADOR DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS, FUMO E DE AGROINDÚSTRIAS",,25668787.240739208,29067673.496115115,,,0.5,0.5,506282.73679512745,14533836.748057557,506282.73679512745,2024,14533836.748057557
860,OPERADOR DE INSTALAÇÕES DE PRODUÇÃO E DISTRIBUIÇÃO DE ENERGIA,,5228902.978952655,6909222.116762746,,,0.5,0.5,155340.0523579658,3454611.058381373,155340.0523579658,2024,3454611.058381373
870,TRABALHADOR DE OUTRAS INSTALAÇÕES AGROINDUSTRIAIS,,6037567.205368052,7518232.776170506,,,0.5,0.5,38637.36490483774,3759116.388085253,38637.36490483774,2024,3759116.388085253
900,TRABALHADOR DE REPARAÇÃO E MANUTENÇÃO,,437918624.5696181,428684144.5463266,,,0.5,0.5,5456877.437323287,214342072.2731633,5456877.437323287,2024,214342072.2731633
,,,-,-,,,0.5,0.5,0.0,,0.0,2024,
,,,75404564263.23,82363429173.45999,,,,,11379884266.331253,45223753280.91837,11379884266.331253,2024,45223753280.91837
0,OUTRAS OCUPAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,,-,-,,,0.5,0.5,0.0,,0.0,2023,
10,MILITAR DA AERONÁUTICA,,12149248.658796854,12490635.555462537,,,0.5,0.5,2030681.2528310888,6245317.777731269,2030681.2528310888,2023,6074624.329398427
20,MILITAR DO EXÉRCITO,,16598380.217367442,17510304.313843317,,,0.5,0.5,2147569.4427510398,8755152.156921659,2147569.4427510398,2023,8299190.108683721
30,MILITAR DA MARINHA,,7681750.417675814,9456574.974018369,,,0.5,0.5,683459.4500029697,4728287.487009184,683459.4500029697,2023,3840875.208837907
40,POLICIAL MILITAR,,28903734.398222804,25218705.388565216,,,0.5,0.5,3712413.8400277873,12609352.694282608,3712413.8400277873,2023,14451867.199111402
50,BOMBEIRO MILITAR,,22230981.510653447,29497591.674154233,,,0.5,0.5,4526636.554029492,14748795.837077117,4526636.554029492,2023,11115490.755326724
101,"MEMBRO DO PODER EXECUTIVO (PRESIDENTE DA REPÚBLICA, VICE-PRESIDENTE DA REPÚBLICA, MINISTRO DE ESTADO, GOVERNADOR, VICE-GOVERNADOR, PREFEITO, VICE-PREFEITO)",,16850658.38439232,17326334.95865115,,,0.5,0.5,1924768.2719036203,8663167.479325576,1924768.2719036203,2023,8425329.19219616
102,"MEMBRO DO PODER JUDICIÁRIO (MINISTRO, JUIZ E DESEMBARGADOR) E DE TRIBUNAL DE CONTAS (MINISTRO E CONSELHEIRO)",,49261187.12955007,60731057.06615548,,,0.5,0.5,10462236.368035438,30365528.53307774,10462236.368035438,2023,24630593.564775035
103,"MEMBRO DO PODER LEGISLATIVO (SENADOR, DEPUTADO FEDERAL, DEPUTADO ESTADUAL E VEREADOR)",,9622609.800731514,8589296.81144994,,,0.5,0.5,614573.844621478,4294648.40572497,614573.844621478,2023,4811304.900365757
104,MEMBRO DO MINISTÉRIO PÚBLICO (PROCURADOR E PROMOTOR),,31151268.23611343,40638869.22457584,,,0.5,0.5,5963356.772102028,20319434.61228792,5963356.772102028,2023,15575634.118056715
105,"DIRIGENTE SUPERIOR DA ADMINISTRAÇÃO PÚBLICA (OCUPANTE DE CARGO DE DIREÇÃO, CHEFIA, ASSESSORIA E DE NATUREZA ESPECIAL), INCLUSIVE OS DAS FUNDAÇÕES PÚBLICAS E AUTARQUIAS",,22792949.30382728,23617336.61313259,,,0.5,0.5,974704.009044373,11808668.306566294,974704.009044373,2023,11396474.65191364
106,DIPLOMATA E AFINS,,1499294.3164418137,1152103.5341510905,,,0.5,0.5,4736.228240215554,576051.7670755453,4736.228240215554,2023,749647.1582209069
107,SERVIDOR DAS CARREIRAS DO PODER LEGISLATIVO,,7649611.617924777,13745622.177678717,,,0.5,0.5,1326618.8863780543,6872811.088839359,1326618.8863780543,2023,3824805.8089623884
108,SERVIDOR DAS CARREIRAS DO MINISTÉRIO PÚBLICO,,5390861.830358617,11157994.687452413,,,0.5,0.5,641442.8390658787,5578997.343726207,641442.8390658787,2023,2695430.9151793085
109,"SERVIDOR DAS CARREIRAS DO PODER JUDICIÁRIO, OFICIAL DE JUSTIÇA, AUXILIAR, ASSISTENTE E ANALISTA JUDICIÁRIO",,176853708.8393569,196567813.84014854,,,0.5,0.5,31823093.800727352,98283906.92007427,31823093.800727352,2023,88426854.41967845
110,"ADVOGADO DO SETOR PÚBLICO, PROCURADOR DA FAZENDA, CONSULTOR JURÍDICO, PROCURADOR DE AUTARQUIAS E FUNDAÇÕES PÚBLICAS, DEFENSOR PÚBLICO",,29048923.758715786,30351549.06511548,,,0.5,0.5,1497409.341049233,15175774.53255774,1497409.341049233,2023,14524461.879357893
111,SERVIDOR DAS CARREIRAS DE AUDITORIA FISCAL E DE FISCALIZAÇÃO,,18894995.651369005,20715156.24581152,,,0.5,0.5,2321022.961792377,10357578.12290576,2321022.961792377,2023,9447497.825684503
112,"SERVIDOR DAS CARREIRAS DO BANCO CENTRAL, CVM E SUSEP",,2089454.3562535779,1451870.5686712929,,,0.5,0.5,140701.04349613565,725935.2843356464,140701.04349613565,2023,1044727.1781267889
113,"DELEGADO DE POLÍCIA E OUTROS SERVIDORES DAS CARREIRAS DE POLÍCIA, EXCETO MILITAR",,20873038.127225433,28973814.831459887,,,0.5,0.5,2072845.0201706183,14486907.415729944,2072845.0201706183,2023,10436519.063612716
114,"SERVIDOR DAS CARREIRAS DE GESTÃO GOVERNAMENTAL, ANALISTA, GESTOR E TÉCNICO DE PLANEJAMENTO",,2820991.1277955472,4355704.083088863,,,0.5,0.5,200221.86441340865,2177852.0415444314,200221.86441340865,2023,1410495.5638977736
115,SERVIDOR DAS CARREIRAS DE CIÊNCIA E TECNOLOGIA,,2696521.2979932907,2830838.7547373357,,,0.5,0.5,228527.10062640588,1415419.3773686679,228527.10062640588,2023,1348260.6489966454
116,"SERVIDOR DAS DEMAIS CARREIRAS DA ADMINISTRAÇÃO PÚBLICA DIRETA, AUTÁRQUICA E FUNDACIONAL",,52958419.97717347,60581906.20813907,,,0.5,0.5,7004671.81811506,30290953.104069535,7004671.81811506,2023,26479209.988586735
117,TITULAR DE CARTÓRIO,TITULAR DE CARTÓRIO,24278582199.870415,28075560143.201035,6980,6912,0.07745463951812571,0.9225453604818743,4794143012.8905,25900977753.03994,4794143012.8905,2023,22398093367.568268
118,"DIRIGENTE OU ADMINISTRADOR DE PARTIDO POLÍTICO, ORGANIZAÇÃO PATRONAL, SINDICAL, FILANTRÓPICA E RELIGIOSA",,10318376.762559991,12726759.631500315,,,0.5,0.5,227721.57760933315,6363379.815750157,227721.57760933315,2023,5159188.381279996
120,"DIRIGENTE, PRESIDENTE E DIRETOR DE EMPRESA INDUSTRIAL, COMERCIAL OU PRESTADORA DE SERVIÇOS",,7956269711.364674,8705801778.79026,,,0.5,0.5,320554136.0656754,4352900889.39513,320554136.0656754,2023,3978134855.682337
121,PRESIDENTE E DIRETOR DE EMPRESA PÚBLICA E SOCIEDADE DE ECONOMIA MISTA,,26331658.13308095,32329790.903111663,,,0.5,0.5,685546.2378308304,16164895.451555831,685546.2378308304,2023,13165829.066540474
130,"GERENTE OU SUPERVISOR DE EMPRESA INDUSTRIAL, COMERCIAL OU PRESTADORA DE SERVIÇOS",,744511533.7601136,770639965.5500537,,,0.5,0.5,20358469.111492347,385319982.77502686,20358469.111492347,2023,372255766.8800568
131,GERENTE OU SUPERVISOR DE EMPRESA PÚBLICA E SOCIEDADE DE ECONOMIA MISTA,,18105820.70944118,13211119.39385618,,,0.5,0.5,704102.4940911982,6605559.69692809,704102.4940911982,2023,9052910.35472059
140,"PRESIDENTE, DIRETOR, GERENTE E SUPERVISOR DE ORGANISMO INTERNACIONAL E DE ORGANIZAÇÃO NÃO-GOVERNAMENTAL",,34054652.39794776,31508261.73459834,,,0.5,0.5,737954.3716713516,15754130.86729917,737954.3716713516,2023,17027326.19897388
211,"MATEMÁTICO, ESTATÍSTICO, ATUÁRIO E AFINS","LC 214/2025, art 127",9615026.85153967,8971193.592342619,7380,7490,0.01736158728243161,0.9826384127175684,407869.57510804903,8815439.43176157,407869.57510804903,2023,9448094.72363374
212,"ANALISTA DE SISTEMAS, DESENVOLVEDOR DE SOFTWARE, ADMINISTRADOR DE REDES E BANCOS DE DADOS E OUTROS ESPECIALISTAS EM INFORMÁTICA (EXCETO TÉCNICOS)",,143607639.8630703,141360432.28709316,,,0.5,0.5,4482001.794604527,70680216.14354658,4482001.794604527,2023,71803819.93153515
213,"FÍSICO, QUÍMICO, METEOROLOGISTA, GEÓLOGO, OCEANÓGRAFO E AFINS","LC 214/2025, art 127",13623743.019124286,13384803.562902233,7380,7490,0.01736158728243161,0.9826384127175684,365736.0863922556,13152422.127586704,365736.0863922556,2023,13387213.215584341
214,"ENGENHEIRO, ARQUITETO E AFINS","LC 214/2025, art 127",837289933.7452594,864772764.2103752,7180,7112,0.41733223453661844,0.5826677654633816,33902672.603737704,503875214.1560511,33902672.603737704,2023,487861854.74033314
215,"PILOTO DE AERONAVES, COMANDANTE DE EMBARCAÇÕES E OFICIAIS DE MÁQUINAS",,6642594.708487529,7397601.5520489,,,0.5,0.5,659340.6615493903,3698800.77602445,659340.6615493903,2023,3321297.3542437647
221,"BIÓLOGO, BIOMÉDICO E AFINS","LC 214/2025, art 127",72390750.83851497,88454434.38061368,7380,7490,0.01736158728243161,0.9826384127175684,7861026.677892776,86918724.99759653,7861026.677892776,2023,71133932.49939133
222,AGRÔNOMO E AFINS,"LC 214/2025, art 127",43770176.93282041,46634789.64593656,7380,7490,0.01736158728243161,0.9826384127175684,1266012.9944671295,45825135.675100796,1266012.9944671295,2023,43010257.18563377
224,PROFISSIONAL DA EDUCAÇÃO FÍSICA (EXCETO PROFESSOR),"LC 214/2025, art 127",261126190.14060655,293611126.3586209,8592,8591,0.8621415167655477,0.13785848323445227,5559179.852555525,40476784.540558584,5559179.852555525,2023,35998460.5055752
225,MÉDICO,Profissionais de saúde,4846347289.601543,4951715410.750405,8692,8630,0.8767171182309692,0.1232828817690308,2165316129.754871,610461745.5374299,2165316129.754871,2023,597471659.91561
226,ODONTÓLOGO,Profissionais de saúde,12846095943.735287,13407102465.501535,8692,8630,0.8767171182309692,0.1232828817690308,2555907117.8401127,1652866228.119707,2555907117.8401127,2023,1583703727.4251435
227,"ENFERMEIRO DE NÍVEL SUPERIOR, NUTRICIONISTA, FARMACÊUTICO E AFINS",Profissionais de saúde,336671324.04031336,388195424.7145888,8692,8650,0.8767171182309692,0.1232828817690308,19978654.04292452,47857850.648367345,19978654.04292452,2023,41505811.036685005
228,"VETERINÁRIO, PATOLOGISTA (VETERINÁRIO) E ZOOTECNISTA","LC 214/2025, art 127",290113272.4115939,291476506.1693688,7380,7490,0.01736158728243161,0.9826384127175684,24331896.653989416,286416011.3667311,24331896.653989416,2023,285076445.51082814
229,"FONOAUDIÓLOGO, FISIOTERAPEUTA, TERAPEUTA OCUPACIONAL E AFINS",Profissionais de saúde,2587104943.067198,0,8692,8650,0.8767171182309692,0.1232828817690308,3195317.0171573376,0.0,3195317.0171573376,2023,318945752.8202285
230,FONOAUDIÓLOGO,Profissionais de saúde,0,437660290.2325225,8692,8650,0.8767171182309692,0.1232828817690308,30278988.00828735,53956021.81573577,30278988.00828735,2023,0
231,FISIOTERAPEUTA,Profissionais de saúde,0,1783575702.0869236,8692,8650,0.8767171182309692,0.1232828817690308,83170350.38015756,219884352.40649828,83170350.38015756,2023,0
232,TERAPEUTA OCUPACIONAL,Profissionais de saúde,0,137504388.65056545,8692,8650,0.8767171182309692,0.1232828817690308,8379439.696188718,16951937.28873052,8379439.696188718,2023,0
241,ADVOGADO,"LC 214/2025, art 127",2528605433.226418,2868276088.485484,6980,6911,0.07745463951812571,0.9225453604818743,192045327.73245823,2646114798.0133815,192045327.73245823,2023,2332753210.9122915
250,SOCIÓLOGO E CIENTISTA POLÍTICO,,2691303.2961884495,1816827.2491093352,,,0.5,0.5,194795.71366710583,908413.6245546676,194795.71366710583,2023,1345651.6480942247
251,ANTROPÓLOGO E ARQUEÓLOGO,,906062.9023634853,751659.4923205446,,,0.5,0.5,165.83707873668598,375829.7461602723,165.83707873668598,2023,453031.45118174265
252,"ECONOMISTA, ADMINISTRADOR, CONTADOR, AUDITOR E AFINS","LC 214/2025, art 127",594791377.8687992,618638498.0004905,6980,6920,0.07745463951812571,0.9225453604818743,103551079.10212812,570722076.1458278,103551079.10212812,2023,548722026.1074821
253,"PROFISSIONAL DE MARKETING, DE PUBLICIDADE E DE COMERCIALIZAÇÃO","LC 214/2025, art 127",80842765.29665439,97709853.19969474,7380,7311,0.01736158728243161,0.9826384127175684,2971688.7392409244,96013455.05501465,2971688.7392409244,2023,79439206.57080339
254,PSICANALISTA,Profissionais de saúde,89644273.66496222,98227602.27866113,8692,8650,0.8767171182309692,0.1232828817690308,5125695.824254198,12109781.87817556,5125695.824254198,2023,11051604.391508179
